,index,variable,value
1035,order_items_item_last_12_24_order_no_countdist,order_items_item_last_12_24_product_type_cd_b_unit_cost_amt_sum,0.9396340178376146
4061,order_items_item_last_12_24_product_type_cd_b_unit_cost_amt_sum,order_items_item_last_12_24_order_no_countdist,0.9396340178376146
991,order_items_item_last_12_24_with_offer_cd_true_order_no_countdist,order_items_item_last_12_24_product_type_cd_b_unit_cost_amt_sum,0.9396340178376146
1458,composite_nonorders_nonords_last_24_24_per,composite_nonorders_nonords_last_24_24_lob_cd_9_per,0.9294055359303347
1636,composite_nonorders_nonords_last_24_24_lob_cd_9_per,composite_nonorders_nonords_last_24_24_per,0.9294055359303347
6977,online_outbound_email_out_days_since_outbound_mail_max,online_outbound_email_out_days_since_outbound_mail_min,0.9187812911125406
4307,online_outbound_email_out_days_since_outbound_mail_min,online_outbound_email_out_days_since_outbound_mail_max,0.9187812911125406
2271,trans_trans_last_12_24_lob_cd_i_order_no_countdist,order_items_item_last_12_24_lob_cd_i_order_no_line_item_no_countdist,0.9067244003470472
1915,order_items_item_last_12_24_lob_cd_i_order_no_line_item_no_countdist,trans_trans_last_12_24_lob_cd_i_order_no_countdist,0.9067244003470472
2755,efforts_xsell_eff_full_solicited_class_cd_n_days_since_xsell_effort_max,efforts_xsell_eff_full_solicited_class_cd_n_days_since_xsell_effort_min,0.8811075354634857
4980,efforts_xsell_eff_full_solicited_class_cd_n_days_since_xsell_effort_min,efforts_xsell_eff_full_solicited_class_cd_n_days_since_xsell_effort_max,0.8811075354634857
4076,order_items_item_last_12_24_lob_cd_i_order_no_countdist,order_items_item_last_12_24_order_no_countdist,0.7783866695796721
2385,order_items_item_last_12_24_order_no_countdist,order_items_item_last_12_24_lob_cd_i_order_no_countdist,0.7783866695796721
2341,order_items_item_last_12_24_with_offer_cd_true_order_no_countdist,order_items_item_last_12_24_lob_cd_i_order_no_countdist,0.7783866695796721
116,order_items_item_last_12_24_lob_cd_i_order_no_countdist,order_items_item_last_12_24_with_offer_cd_true_order_no_countdist,0.7783866695796721
2409,order_items_item_last_12_24_product_type_cd_b_order_no_countdist,order_items_item_last_12_24_lob_cd_i_order_no_countdist,0.774063360068709
6236,order_items_item_last_12_24_lob_cd_i_order_no_countdist,order_items_item_last_12_24_product_type_cd_b_order_no_countdist,0.774063360068709
6246,efforts_xsell_eff_last_12_24_xsell_category_cd_a_order_no_countdist,order_items_item_last_12_24_product_type_cd_b_order_no_countdist,0.771431802488203
3309,order_items_item_last_12_24_product_type_cd_b_order_no_countdist,efforts_xsell_eff_last_12_24_xsell_category_cd_a_order_no_countdist,0.771431802488203
2338,order_items_item_last_12_24_order_no_line_item_no_countdist,order_items_item_last_12_24_lob_cd_i_order_no_line_item_no_countdist,0.7703702734276966
7945,order_items_item_last_12_24_lob_cd_i_order_no_line_item_no_countdist,order_items_item_last_12_24_order_no_line_item_no_countdist,0.7703702734276966
1970,efforts_xsell_eff_last_12_24_solicitation_type_cd_d_xsell_effort_id_countdist,trans_trans_last_12_24_lob_cd_i_order_no_countdist,0.7703556250415228
7221,trans_trans_last_12_24_lob_cd_i_order_no_countdist,efforts_xsell_eff_last_12_24_solicitation_type_cd_d_xsell_effort_id_countdist,0.7703556250415228
126,efforts_xsell_eff_last_12_24_xsell_category_cd_a_order_no_countdist,order_items_item_last_12_24_with_offer_cd_true_order_no_countdist,0.7681529187897503
4086,efforts_xsell_eff_last_12_24_xsell_category_cd_a_order_no_countdist,order_items_item_last_12_24_order_no_countdist,0.7681529187897503
3285,order_items_item_last_12_24_order_no_countdist,efforts_xsell_eff_last_12_24_xsell_category_cd_a_order_no_countdist,0.7681529187897503
3241,order_items_item_last_12_24_with_offer_cd_true_order_no_countdist,efforts_xsell_eff_last_12_24_xsell_category_cd_a_order_no_countdist,0.7681529187897503
111,trans_trans_last_12_24_lob_cd_i_order_no_countdist,order_items_item_last_12_24_with_offer_cd_true_order_no_countdist,0.7595929612329705
4071,trans_trans_last_12_24_lob_cd_i_order_no_countdist,order_items_item_last_12_24_order_no_countdist,0.7595929612329705
1935,order_items_item_last_12_24_order_no_countdist,trans_trans_last_12_24_lob_cd_i_order_no_countdist,0.7595929612329705
1891,order_items_item_last_12_24_with_offer_cd_true_order_no_countdist,trans_trans_last_12_24_lob_cd_i_order_no_countdist,0.7595929612329705
2428,order_items_item_last_12_24_order_no_line_item_no_countdist,order_items_item_last_12_24_lob_cd_i_order_no_countdist,0.756276097567004
7946,order_items_item_last_12_24_lob_cd_i_order_no_countdist,order_items_item_last_12_24_order_no_line_item_no_countdist,0.756276097567004
6231,trans_trans_last_12_24_lob_cd_i_order_no_countdist,order_items_item_last_12_24_product_type_cd_b_order_no_countdist,0.7546951277455427
1959,order_items_item_last_12_24_product_type_cd_b_order_no_countdist,trans_trans_last_12_24_lob_cd_i_order_no_countdist,0.7546951277455427
2251,order_items_item_last_12_24_with_offer_cd_true_order_no_countdist,order_items_item_last_12_24_lob_cd_i_order_no_line_item_no_countdist,0.7385040249658859
115,order_items_item_last_12_24_lob_cd_i_order_no_line_item_no_countdist,order_items_item_last_12_24_with_offer_cd_true_order_no_countdist,0.7385040249658859
2295,order_items_item_last_12_24_order_no_countdist,order_items_item_last_12_24_lob_cd_i_order_no_line_item_no_countdist,0.7385040249658859
4075,order_items_item_last_12_24_lob_cd_i_order_no_line_item_no_countdist,order_items_item_last_12_24_order_no_countdist,0.7385040249658859
3176,order_items_item_last_12_24_lob_cd_i_order_no_countdist,order_items_item_last_12_24_unit_cost_amt_sum,0.7375496725034644
2375,order_items_item_last_12_24_unit_cost_amt_sum,order_items_item_last_12_24_lob_cd_i_order_no_countdist,0.7375496725034644
2357,order_items_item_last_12_24_with_offer_cd_true_unit_cost_amt_sum,order_items_item_last_12_24_lob_cd_i_order_no_countdist,0.7375496725034644
1556,order_items_item_last_12_24_lob_cd_i_order_no_countdist,order_items_item_last_12_24_with_offer_cd_true_unit_cost_amt_sum,0.7375496725034644
2285,order_items_item_last_12_24_unit_cost_amt_sum,order_items_item_last_12_24_lob_cd_i_order_no_line_item_no_countdist,0.7357755264820229
1555,order_items_item_last_12_24_lob_cd_i_order_no_line_item_no_countdist,order_items_item_last_12_24_with_offer_cd_true_unit_cost_amt_sum,0.7357755264820229
3175,order_items_item_last_12_24_lob_cd_i_order_no_line_item_no_countdist,order_items_item_last_12_24_unit_cost_amt_sum,0.7357755264820229
2267,order_items_item_last_12_24_with_offer_cd_true_unit_cost_amt_sum,order_items_item_last_12_24_lob_cd_i_order_no_line_item_no_countdist,0.7357755264820229
1016,order_items_item_last_12_24_lob_cd_i_order_no_countdist,order_items_item_last_12_24_product_type_cd_b_unit_cost_amt_sum,0.7352640915621657
2351,order_items_item_last_12_24_product_type_cd_b_unit_cost_amt_sum,order_items_item_last_12_24_lob_cd_i_order_no_countdist,0.7352640915621657
7941,trans_trans_last_12_24_lob_cd_i_order_no_countdist,order_items_item_last_12_24_order_no_line_item_no_countdist,0.7351383650347381
1978,order_items_item_last_12_24_order_no_line_item_no_countdist,trans_trans_last_12_24_lob_cd_i_order_no_countdist,0.7351383650347381
2319,order_items_item_last_12_24_product_type_cd_b_order_no_countdist,order_items_item_last_12_24_lob_cd_i_order_no_line_item_no_countdist,0.7350260760077985
6235,order_items_item_last_12_24_lob_cd_i_order_no_line_item_no_countdist,order_items_item_last_12_24_product_type_cd_b_order_no_countdist,0.7350260760077985
2261,order_items_item_last_12_24_product_type_cd_b_unit_cost_amt_sum,order_items_item_last_12_24_lob_cd_i_order_no_line_item_no_countdist,0.7336722475921741
1015,order_items_item_last_12_24_lob_cd_i_order_no_line_item_no_countdist,order_items_item_last_12_24_product_type_cd_b_unit_cost_amt_sum,0.7336722475921741
7226,order_items_item_last_12_24_lob_cd_i_order_no_countdist,efforts_xsell_eff_last_12_24_solicitation_type_cd_d_xsell_effort_id_countdist,0.7319165381789202
2420,efforts_xsell_eff_last_12_24_solicitation_type_cd_d_xsell_effort_id_countdist,order_items_item_last_12_24_lob_cd_i_order_no_countdist,0.7319165381789202
1925,order_items_item_last_12_24_unit_cost_amt_sum,trans_trans_last_12_24_lob_cd_i_order_no_countdist,0.7098753431766374
1907,order_items_item_last_12_24_with_offer_cd_true_unit_cost_amt_sum,trans_trans_last_12_24_lob_cd_i_order_no_countdist,0.7098753431766374
3171,trans_trans_last_12_24_lob_cd_i_order_no_countdist,order_items_item_last_12_24_unit_cost_amt_sum,0.7098753431766374
1551,trans_trans_last_12_24_lob_cd_i_order_no_countdist,order_items_item_last_12_24_with_offer_cd_true_unit_cost_amt_sum,0.7098753431766374
1026,efforts_xsell_eff_last_12_24_xsell_category_cd_a_order_no_countdist,order_items_item_last_12_24_product_type_cd_b_unit_cost_amt_sum,0.7096849214494638
3251,order_items_item_last_12_24_product_type_cd_b_unit_cost_amt_sum,efforts_xsell_eff_last_12_24_xsell_category_cd_a_order_no_countdist,0.7096849214494638
3275,order_items_item_last_12_24_unit_cost_amt_sum,efforts_xsell_eff_last_12_24_xsell_category_cd_a_order_no_countdist,0.7095672346736617
3186,efforts_xsell_eff_last_12_24_xsell_category_cd_a_order_no_countdist,order_items_item_last_12_24_unit_cost_amt_sum,0.7095672346736617
1566,efforts_xsell_eff_last_12_24_xsell_category_cd_a_order_no_countdist,order_items_item_last_12_24_with_offer_cd_true_unit_cost_amt_sum,0.7095672346736617
3257,order_items_item_last_12_24_with_offer_cd_true_unit_cost_amt_sum,efforts_xsell_eff_last_12_24_xsell_category_cd_a_order_no_countdist,0.7095672346736617
1901,order_items_item_last_12_24_product_type_cd_b_unit_cost_amt_sum,trans_trans_last_12_24_lob_cd_i_order_no_countdist,0.7072953770096965
1011,trans_trans_last_12_24_lob_cd_i_order_no_countdist,order_items_item_last_12_24_product_type_cd_b_unit_cost_amt_sum,0.7072953770096965
3328,order_items_item_last_12_24_order_no_line_item_no_countdist,efforts_xsell_eff_last_12_24_xsell_category_cd_a_order_no_countdist,0.7027117870863272
7956,efforts_xsell_eff_last_12_24_xsell_category_cd_a_order_no_countdist,order_items_item_last_12_24_order_no_line_item_no_countdist,0.7027117870863272
5993,composite_order_items_item_last_12_24_product_type_cd_b_per,composite_nonorders_nonords_last_12_24_per,0.6964269665792563
4836,composite_nonorders_nonords_last_12_24_per,composite_order_items_item_last_12_24_product_type_cd_b_per,0.6964269665792563
322,efforts_xsell_eff_last_6_12_affinity_cd_ukn_order_no_countdist,trans_trans_last_6_12_trans_amt_payment_sum,0.6956411406121212
4766,trans_trans_last_6_12_trans_type_cd_650_trans_amt_sum,efforts_xsell_eff_last_6_12_affinity_cd_ukn_order_no_countdist,0.6956411406121212
4683,trans_trans_last_6_12_trans_amt_payment_sum,efforts_xsell_eff_last_6_12_affinity_cd_ukn_order_no_countdist,0.6956411406121212
7792,efforts_xsell_eff_last_6_12_affinity_cd_ukn_order_no_countdist,trans_trans_last_6_12_trans_type_cd_650_trans_amt_sum,0.6956411406121212
7783,trans_trans_last_6_12_lob_cd_i_trans_amt_payment_sum,trans_trans_last_6_12_trans_type_cd_650_trans_amt_sum,0.6949504293185099
3956,trans_trans_last_6_12_trans_type_cd_650_trans_amt_sum,trans_trans_last_6_12_lob_cd_i_trans_amt_payment_sum,0.6949504293185099
313,trans_trans_last_6_12_lob_cd_i_trans_amt_payment_sum,trans_trans_last_6_12_trans_amt_payment_sum,0.6949504293185099
3873,trans_trans_last_6_12_trans_amt_payment_sum,trans_trans_last_6_12_lob_cd_i_trans_amt_payment_sum,0.6949504293185099
4385,trans_trans_days_between_order_trans_mean,trans_trans_trans_type_cd_650_days_since_trans_min,0.6937228804805541
5898,trans_trans_trans_type_cd_650_days_since_trans_min,trans_trans_days_between_order_trans_mean,0.6937228804805541
7225,order_items_item_last_12_24_lob_cd_i_order_no_line_item_no_countdist,efforts_xsell_eff_last_12_24_solicitation_type_cd_d_xsell_effort_id_countdist,0.6884852884476765
2330,efforts_xsell_eff_last_12_24_solicitation_type_cd_d_xsell_effort_id_countdist,order_items_item_last_12_24_lob_cd_i_order_no_line_item_no_countdist,0.6884852884476765
3468,trans_trans_trans_type_cd_650_days_since_trans_min,trans_trans_days_between_order_trans_max,0.6761031441938773
4358,trans_trans_days_between_order_trans_max,trans_trans_trans_type_cd_650_days_since_trans_min,0.6761031441938773
7829,trans_trans_last_0_6_order_no_countdist,trans_trans_last_6_12_trans_type_cd_650_trans_amt_sum,0.673988731994095
359,trans_trans_last_0_6_order_no_countdist,trans_trans_last_6_12_trans_amt_payment_sum,0.673988731994095
8013,trans_trans_last_6_12_trans_amt_payment_sum,trans_trans_last_0_6_order_no_countdist,0.673988731994095
8096,trans_trans_last_6_12_trans_type_cd_650_trans_amt_sum,trans_trans_last_0_6_order_no_countdist,0.673988731994095
3719,online_outbound_email_out_last_3_6_count,online_outbound_email_out_last_0_3_count,0.6601748040128108
2651,online_outbound_email_out_last_0_3_count,online_outbound_email_out_last_3_6_count,0.6601748040128108
483,order_items_item_last_12_24_unit_cost_amt_mean,order_items_item_last_12_24_with_offer_cd_true_unit_cost_amt_sd,0.6595912135010378
465,order_items_item_last_12_24_with_offer_cd_true_unit_cost_amt_mean,order_items_item_last_12_24_with_offer_cd_true_unit_cost_amt_sd,0.6595912135010378
2975,order_items_item_last_12_24_with_offer_cd_true_unit_cost_amt_sd,order_items_item_last_12_24_unit_cost_amt_mean,0.6595912135010378
1355,order_items_item_last_12_24_with_offer_cd_true_unit_cost_amt_sd,order_items_item_last_12_24_with_offer_cd_true_unit_cost_amt_mean,0.6595912135010378
1411,order_items_item_last_12_24_product_type_cd_b_unit_cost_amt_min,order_items_item_last_12_24_with_offer_cd_true_unit_cost_amt_mean,0.6443477728421655
3031,order_items_item_last_12_24_product_type_cd_b_unit_cost_amt_min,order_items_item_last_12_24_unit_cost_amt_mean,0.6443477728421655
5523,order_items_item_last_12_24_unit_cost_amt_mean,order_items_item_last_12_24_product_type_cd_b_unit_cost_amt_min,0.6443477728421655
5505,order_items_item_last_12_24_with_offer_cd_true_unit_cost_amt_mean,order_items_item_last_12_24_product_type_cd_b_unit_cost_amt_min,0.6443477728421655
4770,composite_nonorders_nonords_last_12_24_lob_cd_9_per,composite_order_items_item_last_12_24_product_type_cd_b_per,0.6364412791596096
53,composite_order_items_item_last_12_24_product_type_cd_b_per,composite_nonorders_nonords_last_12_24_lob_cd_9_per,0.6364412791596096
7757,order_items_item_last_12_24_with_offer_cd_true_unit_cost_amt_sum,trans_trans_last_6_12_trans_type_cd_650_trans_amt_sum,0.6272126847215896
287,order_items_item_last_12_24_with_offer_cd_true_unit_cost_amt_sum,trans_trans_last_6_12_trans_amt_payment_sum,0.6272126847215896
1533,trans_trans_last_6_12_trans_amt_payment_sum,order_items_item_last_12_24_with_offer_cd_true_unit_cost_amt_sum,0.6272126847215896
305,order_items_item_last_12_24_unit_cost_amt_sum,trans_trans_last_6_12_trans_amt_payment_sum,0.6272126847215896
1616,trans_trans_last_6_12_trans_type_cd_650_trans_amt_sum,order_items_item_last_12_24_with_offer_cd_true_unit_cost_amt_sum,0.6272126847215896
3153,trans_trans_last_6_12_trans_amt_payment_sum,order_items_item_last_12_24_unit_cost_amt_sum,0.6272126847215896
3236,trans_trans_last_6_12_trans_type_cd_650_trans_amt_sum,order_items_item_last_12_24_unit_cost_amt_sum,0.6272126847215896
7775,order_items_item_last_12_24_unit_cost_amt_sum,trans_trans_last_6_12_trans_type_cd_650_trans_amt_sum,0.6272126847215896
7751,order_items_item_last_12_24_product_type_cd_b_unit_cost_amt_sum,trans_trans_last_6_12_trans_type_cd_650_trans_amt_sum,0.6262141066217425
993,trans_trans_last_6_12_trans_amt_payment_sum,order_items_item_last_12_24_product_type_cd_b_unit_cost_amt_sum,0.6262141066217425
1076,trans_trans_last_6_12_trans_type_cd_650_trans_amt_sum,order_items_item_last_12_24_product_type_cd_b_unit_cost_amt_sum,0.6262141066217425
281,order_items_item_last_12_24_product_type_cd_b_unit_cost_amt_sum,trans_trans_last_6_12_trans_amt_payment_sum,0.6262141066217425
5692,trans_trans_last_24_24_lob_cd_2_trans_amt_payment_min,orders_ords_last_24_24_lob_cd_2_orig_order_value_amt_min,0.6243184519890599
2043,orders_ords_last_24_24_lob_cd_2_orig_order_value_amt_min,trans_trans_last_24_24_lob_cd_2_trans_amt_payment_min,0.6243184519890599
6213,trans_trans_last_6_12_trans_amt_payment_sum,order_items_item_last_12_24_product_type_cd_b_order_no_countdist,0.6211281183861884
339,order_items_item_last_12_24_product_type_cd_b_order_no_countdist,trans_trans_last_6_12_trans_amt_payment_sum,0.6211281183861884
6296,trans_trans_last_6_12_trans_type_cd_650_trans_amt_sum,order_items_item_last_12_24_product_type_cd_b_order_no_countdist,0.6211281183861884
7809,order_items_item_last_12_24_product_type_cd_b_order_no_countdist,trans_trans_last_6_12_trans_type_cd_650_trans_amt_sum,0.6211281183861884
6936,nonorders_nonords_days_since_nonords_entry_min,online_outbound_email_out_days_since_outbound_mail_min,0.6202045574478994
617,online_outbound_email_out_days_since_outbound_mail_min,nonorders_nonords_days_since_nonords_entry_min,0.6202045574478994
93,trans_trans_last_6_12_trans_amt_payment_sum,order_items_item_last_12_24_with_offer_cd_true_order_no_countdist,0.6187206458161179
7741,order_items_item_last_12_24_with_offer_cd_true_order_no_countdist,trans_trans_last_6_12_trans_type_cd_650_trans_amt_sum,0.6187206458161179
4136,trans_trans_last_6_12_trans_type_cd_650_trans_amt_sum,order_items_item_last_12_24_order_no_countdist,0.6187206458161179
176,trans_trans_last_6_12_trans_type_cd_650_trans_amt_sum,order_items_item_last_12_24_with_offer_cd_true_order_no_countdist,0.6187206458161179
271,order_items_item_last_12_24_with_offer_cd_true_order_no_countdist,trans_trans_last_6_12_trans_amt_payment_sum,0.6187206458161179
4053,trans_trans_last_6_12_trans_amt_payment_sum,order_items_item_last_12_24_order_no_countdist,0.6187206458161179
